ID,Fixed_Acidity,Volatile_Acidity,Citric_Acid,Residual_Sugar,Chlorides,Free_SO2,Total_SO2,Density,pH,Sulphates,Alcohol,Quality
3933,6.5,0.29,0.52,Moderate,0.049,35.0,192.0,0.99-1.00,Acidic,0.51,9%,6.0
3934,6.1,0.24,0.26,Low,0.033,61.0,134.0,0.99-1.00,Acidic,0.81,11%,7.0
3935,7.0,0.32,0.29,Moderate,0.025,35.0,124.0,0.99-1.00,Acidic,0.65,12%,7.0
3936,6.9,0.27,0.25,Moderate,0.03,18.5,117.0,0.99-1.00,Acidic,0.38,13%,6.0
3937,6.5,0.29,0.53,Low,0.04,41.0,192.0,0.99-1.00,Acidic,0.59,10%,
3938,6.5,0.29,0.52,,0.034,41.0,193.0,0.99-1.00,Acidic,0.59,10%,6.0
3939,6.1,0.22,0.25,Moderate,0.035,54.0,51.0,0.99-1.00,Acidic,0.4,10%,5.0
3940,6.3,0.22,0.27,Low,0.036,81.0,157.0,0.99-1.00,Acidic,0.76,10%,7.0
3941,6.1,0.24,0.26,Low,0.033,61.0,134.0,0.99-1.00,Acidic,0.81,11%,7.0
3942,5.6,0.23,0.25,Moderate,0.043,31.0,101.0,0.99-1.00,Acidic,0.42,10%,6.0
3943,7.0,0.32,0.29,Moderate,0.025,35.0,124.0,0.99-1.00,Acidic,0.65,12%,7.0
3944,6.8,0.11,0.27,Moderate,0.044,45.0,104.7,0.99-1.00,Acidic,0.37,9%,6.0
3945,6.8,0.11,0.27,Moderate,0.044,45.0,104.0,0.99-1.00,Acidic,0.37,9%,6.0
3946,7.3,0.23,0.41,High,0.048,73.0,223.0,0.99-1.00,Acidic,0.71,9%,6.0
3947,6.1,0.2,0.17,,0.048,46.0,129.0,0.99-1.00,Acidic,0.43,11%,6.0
3948,6.8,0.11,0.27,Moderate,0.044,45.0,104.0,0.99-1.00,Acidic,0.37,9%,6.0
3949,7.3,0.23,0.41,High,0.048,73.0,223.0,0.99-1.00,Acidic,0.71,9%,6.0
3950,6.9,0.2,0.41,Low,0.06,36.0,104.0,0.99-1.00,Highly Acidic,0.39,9%,5.0
3951,6.7,0.19,0.32,Low,0.041,26.0,76.0,0.99-1.00,Highly Acidic,0.57,10%,7.0
3952,6.7,0.28,0.34,Moderate,0.048,32.0,111.0,0.99-1.00,Acidic,0.54,11%,7.0
3953,6.7,0.28,0.34,Moderate,0.048,32.0,111.0,0.99-1.00,Acidic,0.54,11%,7.0
3954,8.0,0.37,0.31,Low,0.038,3.0,127.0,0.99-1.00,Highly Acidic,0.72,12%,5.0
3955,6.7,0.28,0.34,Moderate,0.048,32.0,111.0,0.99-1.00,Acidic,0.54,11%,7.0
3956,6.0,0.26,0.29,Low,0.041,37.0,144.0,<0.99,Acidic,0.39,12%,7.0
3957,6.4,0.24,0.49,Low,0.053,25.0,120.0,0.99-1.00,Acidic,0.98,10%,6.0
3958,6.4,0.24,0.49,Low,0.053,25.0,120.0,0.99-1.00,Acidic,0.98,10%,6.0
3959,6.4,0.24,0.49,Low,0.053,25.0,120.0,0.99-1.00,Acidic,0.98,10%,6.0
3960,6.4,0.25,0.57,Low,0.062,21.0,122.0,0.99-1.00,Acidic,0.4,9%,5.0
3961,6.1,0.25,0.48,High,0.052,25.0,94.0,0.99-1.00,Acidic,0.45,9%,6.0
3962,6.8,0.14,0.35,Low,0.047,40.0,117.0,0.99-1.00,Acidic,0.72,11%,6.0
3963,6.5,0.38,0.26,Low,0.042,33.0,112.0,0.99-1.00,Acidic,0.5,12%,7.0
3964,6.8,0.14,0.35,Low,0.047,40.0,117.0,0.99-1.00,Acidic,0.72,11%,6.0
3965,5.4,0.15,0.32,Low,0.037,10.0,51.0,<0.99,Acidic,0.58,12%,6.0
3966,6.4,0.25,0.57,Low,0.062,21.0,122.0,0.99-1.00,Acidic,0.4,9%,5.0
3967,6.1,0.25,0.48,High,0.052,25.0,94.0,0.99-1.00,Acidic,0.45,9%,6.0
3968,6.8,0.22,0.32,Low,0.054,40.0,152.0,0.99-1.00,Acidic,0.57,10%,6.0
3969,7.2,0.21,0.29,Low,0.043,39.0,122.0,0.99-1.00,Acidic,0.6,11%,6.0
3970,6.0,0.26,0.29,Low,0.041,37.0,144.0,<0.99,Acidic,0.39,12%,7.0
3971,6.4,0.24,0.49,Low,0.052,25.0,120.0,0.99-1.00,Acidic,0.98,10%,6.0
3972,6.5,0.46,0.24,Moderate,0.051,56.0,171.0,0.99-1.00,Acidic,0.56,9%,6.0
3973,6.5,0.18,0.48,High,0.054,56.0,183.0,>1.00,Highly Acidic,0.61,8%,6.0
3974,6.2,0.32,0.12,Low,0.054,6.0,97.0,0.99-1.00,Acidic,0.5,9%,5.0
3975,7.2,0.4,0.24,Moderate,0.054,45.0,151.0,0.99-1.00,Acidic,0.52,9%,5.0
3976,5.9,0.23,0.24,Low,0.037,32.0,115.0,0.99-1.00,Acidic,0.51,11%,6.0
3977,6.4,0.18,0.48,High,0.054,56.0,183.0,>1.00,Highly Acidic,0.61,8%,6.0
3978,6.2,0.32,0.12,Low,0.054,6.0,97.0,0.99-1.00,Acidic,0.5,9%,5.0
3979,6.4,0.37,0.12,Low,0.056,6.0,91.0,0.99-1.00,Acidic,0.46,8%,4.0
3980,7.0,0.23,0.42,Low,0.062,35.0,100.0,0.99-1.00,Acidic,0.4,9%,5.0
3981,7.2,0.4,0.24,Moderate,0.055,45.0,151.0,0.99-1.00,Acidic,0.52,9%,5.0
3982,7.6,0.19,0.37,High,0.033,52.0,150.4,0.99-1.00,Acidic,0.79,10%,6.0
3983,6.0,0.28,0.27,,0.046,50.0,147.0,0.99-1.00,Acidic,0.56,11%,6.0
3984,6.2,0.32,0.45,Low,0.029,37.0,94.0,<0.99,Acidic,0.6,12%,
3985,7.6,0.19,0.37,High,0.033,52.0,151.0,0.99-1.00,Acidic,0.79,10%,6.0
3986,6.4,0.26,0.26,Low,0.052,22.0,176.0,0.99-1.00,Acidic,0.54,9%,5.0
3987,5.9,0.25,0.27,Low,0.029,37.0,81.0,<0.99,Acidic,0.46,12%,6.0
3988,6.1,0.28,0.3,Moderate,0.031,33.0,139.0,0.99-1.00,Acidic,0.46,11%,6.0
3989,6.9,0.19,0.38,Low,0.023,30.0,105.0,0.99-1.00,Acidic,0.38,11%,
3990,6.4,0.29,0.57,Low,0.06,15.0,120.0,0.99-1.00,Acidic,0.41,9%,5.0
3991,6.8,0.27,0.22,High,0.034,16.0,116.0,0.99-1.00,Neutral,0.53,9%,5.0
3992,7.5,0.26,0.38,Low,0.021,23.0,125.0,0.99-1.00,Acidic,0.62,11%,6.0
3993,6.8,0.27,0.22,High,0.034,16.0,116.0,0.99-1.00,Acidic,0.53,9%,5.0
3994,6.4,0.2,0.22,Moderate,0.033,52.2,172.0,0.99-1.00,Acidic,0.58,11%,6.0
3995,7.3,0.33,0.22,Low,0.041,40.0,177.0,0.99-1.00,Acidic,0.48,9%,5.0
3996,7.3,0.34,0.22,Low,0.044,43.0,176.0,0.99-1.00,Acidic,0.46,9%,5.0
3997,6.4,0.29,0.57,Low,0.06,15.0,120.0,0.99-1.00,Acidic,0.41,9%,5.0
3998,6.1,1.1,0.16,Low,0.033,8.0,109.0,0.99-1.00,Neutral,0.47,12%,4.0
3999,6.3,0.24,0.29,Low,0.052,48.0,185.0,0.99-1.00,Acidic,0.5,9%,5.0
4000,6.2,0.24,0.22,Moderate,0.053,45.0,149.0,0.99-1.00,Acidic,0.52,9%,
4001,7.4,0.16,0.27,High,0.05,25.0,135.0,0.99-1.00,Highly Acidic,0.43,8%,7.0
4002,7.4,0.16,0.27,High,0.05,25.0,135.0,0.99-1.00,Highly Acidic,0.43,8%,7.0
4003,7.4,0.16,0.27,High,0.05,25.0,135.0,0.99-1.00,Highly Acidic,0.43,8%,7.0
4004,7.4,0.16,0.27,High,0.05,25.0,135.0,0.99-1.00,Highly Acidic,0.43,8%,7.0
4005,7.2,0.17,0.28,,0.05,33.0,154.0,0.99-1.00,Highly Acidic,0.43,9%,7.0
4006,6.9,0.19,0.35,High,0.038,49.0,118.0,0.99-1.00,Acidic,0.63,10%,6.0
4007,6.9,0.19,0.35,High,0.038,49.0,112.8,0.99-1.00,Acidic,0.63,10%,6.0
4008,6.8,0.16,0.36,Low,0.034,32.0,98.0,0.99-1.00,Acidic,0.58,11%,6.0
4009,7.4,0.16,0.27,High,0.05,25.0,135.0,0.99-1.00,Highly Acidic,0.43,8%,
4010,6.8,0.3,0.27,Moderate,0.028,22.0,97.0,0.99-1.00,Highly Acidic,0.38,11%,6.0
4011,6.2,0.24,0.22,Moderate,0.053,45.0,149.0,0.99-1.00,Acidic,0.52,9%,5.0
4012,7.4,0.16,0.27,High,0.05,25.0,135.0,0.99-1.00,Highly Acidic,0.43,8%,7.0
4013,7.2,0.17,0.28,High,0.05,33.0,154.0,0.99-1.00,Highly Acidic,0.43,9%,7.0
4014,6.8,0.3,0.27,Moderate,0.028,22.0,97.0,0.99-1.00,Highly Acidic,0.38,11%,6.0
4015,6.5,0.43,0.18,High,0.032,25.0,131.0,0.99-1.00,Acidic,0.51,10%,5.0
4016,6.6,0.17,0.36,Low,0.036,38.2,110.0,0.99-1.00,Acidic,0.54,11%,6.0
4017,6.9,0.19,0.35,High,0.038,49.0,115.8,0.99-1.00,Acidic,0.63,10%,6.0
4018,6.8,0.16,0.36,Low,0.034,32.0,98.0,0.99-1.00,Acidic,0.58,11%,6.0
4019,6.4,0.41,0.01,Low,0.048,20.0,70.0,0.99-1.00,Acidic,0.42,10%,5.0
4020,6.4,0.41,0.01,Low,0.048,20.0,70.0,0.99-1.00,Acidic,0.42,10%,5.0
4021,7.4,0.36,0.32,Low,0.036,27.0,119.0,0.99-1.00,Acidic,0.49,11%,6.0
4022,6.1,0.17,0.21,Low,0.09,44.0,130.0,0.99-1.00,Acidic,0.41,9%,5.0
4023,5.5,0.28,0.21,Low,0.032,23.0,85.0,0.99-1.00,Acidic,0.42,12%,
4024,6.6,0.5,0.26,Moderate,0.029,32.0,110.0,0.99-1.00,Acidic,0.78,12%,8.0
4025,7.1,0.44,0.27,Moderate,0.057,60.0,160.0,0.99-1.00,Acidic,0.36,11%,6.0
4026,6.9,0.38,0.28,Moderate,0.062,22.0,166.0,0.99-1.00,Acidic,0.72,10%,5.0
4027,7.1,0.44,0.27,Moderate,0.057,60.0,160.0,0.99-1.00,Acidic,0.36,11%,6.0
4028,6.2,0.24,0.28,Moderate,0.049,54.0,133.0,0.99-1.00,Acidic,0.37,10%,6.0
4029,6.1,0.28,0.27,Moderate,0.048,39.8,162.0,0.99-1.00,Acidic,0.51,9%,5.0
4030,7.6,0.26,0.32,Low,0.048,23.0,76.0,0.99-1.00,Highly Acidic,0.46,12%,6.0
4031,7.5,0.16,0.38,Moderate,0.043,70.5,163.0,0.99-1.00,Acidic,0.82,10%,
4032,6.5,0.36,0.16,Low,0.054,11.0,107.0,0.99-1.00,Acidic,0.39,8%,5.0
4033,6.6,0.35,0.19,Moderate,0.06,15.0,82.0,0.99-1.00,Acidic,0.38,9%,4.0
4034,5.7,0.25,0.26,Moderate,0.049,52.5,123.8,0.99-1.00,Acidic,0.45,9%,6.0
4035,7.4,0.37,0.26,Moderate,0.05,33.0,134.0,0.99-1.00,Acidic,0.46,10%,5.0
4036,5.7,0.25,0.21,Low,0.044,21.0,108.0,0.99-1.00,Acidic,0.59,11%,6.0
4037,5.8,0.23,0.21,Low,0.044,21.0,110.0,0.99-1.00,Acidic,0.57,11%,6.0
4038,5.4,0.265,0.28,,0.052,27.0,91.0,0.99-1.00,Acidic,0.38,10%,6.0
4039,5.7,0.25,0.27,Moderate,0.05,58.0,116.0,0.99-1.00,Acidic,0.5,9%,6.0
4040,5.7,0.25,0.26,Moderate,0.049,52.5,106.0,0.99-1.00,Acidic,0.45,9%,6.0
4041,5.9,0.23,0.28,Moderate,0.046,37.0,142.0,0.99-1.00,Acidic,0.53,10%,6.0
4042,6.2,0.3,0.32,Low,0.052,32.0,185.0,0.99-1.00,Acidic,0.44,10%,5.0
4043,6.5,0.33,0.24,High,0.048,20.0,96.0,0.99-1.00,Acidic,0.3,11%,8.0
4044,7.0,0.2,0.4,Low,0.055,30.0,93.0,0.99-1.00,Acidic,0.38,9%,6.0
4045,6.5,0.21,0.42,Low,0.057,33.0,30.0,0.99-1.00,Acidic,0.38,9%,
4046,7.3,0.25,0.27,Low,0.047,16.0,79.0,0.99-1.00,Acidic,0.46,11%,6.0
4047,6.8,0.27,0.24,Low,0.098,36.0,127.0,0.99-1.00,Acidic,0.49,9%,6.0
4048,6.7,0.24,0.3,Moderate,0.07,44.0,179.0,0.99-1.00,Highly Acidic,0.46,8%,6.0
4049,6.4,0.14,0.28,,0.057,21.0,82.0,0.99-1.00,Acidic,0.36,10%,6.0
4050,6.4,0.5,0.2,Low,0.059,19.0,112.0,0.99-1.00,Acidic,0.4,9%,6.0
4051,6.6,0.41,0.27,Moderate,0.11,20.0,103.0,0.99-1.00,Acidic,0.41,9%,6.0
4052,6.4,0.25,0.28,Low,0.03,29.0,98.0,0.99-1.00,Acidic,0.58,12%,7.0
4053,6.6,0.41,0.27,Moderate,0.11,20.0,103.0,0.99-1.00,Acidic,0.41,9%,6.0
4054,8.0,0.25,0.35,Low,0.054,13.0,136.0,0.99-1.00,Acidic,0.55,9%,5.0
4055,6.4,0.14,0.28,Moderate,0.057,21.0,82.0,0.99-1.00,Acidic,0.36,10%,6.0
4056,6.6,0.21,0.34,Low,0.046,30.0,140.0,0.99-1.00,Acidic,0.38,11%,5.0
4057,6.4,0.5,0.2,Low,0.059,19.0,112.0,0.99-1.00,Acidic,0.4,9%,6.0
4058,6.3,0.29,0.23,High,0.037,24.0,99.0,0.99-1.00,Acidic,0.38,10%,6.0
4059,6.9,0.37,0.23,Moderate,0.057,54.0,166.0,0.99-1.00,Acidic,0.42,10%,5.0
4060,6.9,0.37,0.23,Moderate,0.057,54.0,173.3,0.99-1.00,Acidic,0.42,10%,5.0
4061,5.7,0.31,0.28,Low,0.03,22.0,86.0,0.99-1.00,Acidic,0.38,11%,7.0
4062,6.9,0.45,0.27,Low,0.035,17.0,80.0,0.99-1.00,Acidic,0.36,12%,7.0
4063,6.9,0.3,0.45,Low,0.039,36.0,122.0,0.99-1.00,Acidic,0.47,11%,7.0
4064,5.3,0.23,0.56,Low,0.041,46.0,141.0,0.99-1.00,Acidic,0.62,9%,5.0
4065,6.8,0.3,0.26,High,0.037,45.0,150.0,0.99-1.00,Acidic,0.38,12%,6.0
4066,6.7,0.28,0.42,Low,0.035,43.0,105.0,0.99-1.00,Acidic,0.38,12%,6.0
4067,5.0,0.255,0.22,Low,0.043,46.0,153.0,0.99-1.00,Acidic,0.76,11%,6.0
4068,7.6,0.4,0.27,Low,0.053,23.0,193.0,0.99-1.00,Acidic,0.38,11%,5.0
4069,5.5,0.21,0.25,Low,0.04,18.0,75.0,0.99-1.00,Acidic,0.56,11%,6.0
4070,6.0,0.2,0.25,Low,0.041,30.0,95.0,0.99-1.00,Acidic,0.56,11%,6.0
4071,6.1,0.17,0.29,Low,0.041,32.8,92.0,0.99-1.00,Acidic,0.57,11%,
4072,7.5,0.21,0.29,Low,0.046,35.0,103.8,0.99-1.00,Acidic,0.45,11%,6.0
4073,7.3,0.26,0.32,Low,0.04,29.0,94.0,<0.99,Acidic,0.45,12%,6.0
4074,6.2,0.35,0.2,High,0.069,33.0,158.0,0.99-1.00,Acidic,0.5,8%,6.0
4075,6.2,0.35,0.2,High,0.069,33.0,158.0,0.99-1.00,Acidic,0.5,8%,6.0
4076,6.5,0.43,0.31,,0.046,19.4,143.0,0.99-1.00,Acidic,0.34,12%,8.0
4077,6.5,0.4,0.31,Low,0.046,22.0,147.0,0.99-1.00,Acidic,0.31,12%,7.0
4078,7.4,0.28,0.5,Moderate,0.049,48.0,122.0,0.99-1.00,Acidic,0.44,9%,5.0
4079,6.3,0.23,0.22,High,0.054,42.0,151.0,0.99-1.00,Acidic,0.6,9%,6.0
4080,6.2,0.34,0.25,Moderate,0.059,33.0,171.0,0.99-1.00,Acidic,0.56,8%,6.0
4081,6.6,0.44,0.32,Low,0.095,13.0,75.0,<0.99,Acidic,0.63,12%,6.0
4082,6.0,0.13,0.36,Low,0.052,23.0,72.0,<0.99,Acidic,0.5,11%,7.0
4083,6.3,0.17,0.23,Low,0.048,44.0,147.0,0.99-1.00,Acidic,0.54,10%,5.0
4084,6.3,0.18,0.22,Low,0.047,45.0,147.0,0.99-1.00,Acidic,0.54,10%,5.0
4085,6.7,0.31,0.34,Low,0.059,51.4,215.0,0.99-1.00,Acidic,0.56,10%,5.0
4086,6.6,0.33,0.32,High,0.054,62.0,227.0,0.99-1.00,Acidic,0.56,10%,5.0
4087,6.3,0.34,0.31,Low,0.02,18.0,68.0,<0.99,Acidic,0.29,13%,7.0
4088,6.8,0.29,0.32,Low,0.032,18.0,130.0,0.99-1.00,Acidic,0.62,11%,6.0
4089,7.4,0.31,0.26,Moderate,0.048,47.0,206.0,0.99-1.00,Acidic,0.36,9%,5.0
4090,7.4,0.31,0.26,Moderate,0.048,47.0,206.0,0.99-1.00,Acidic,0.36,9%,5.0
4091,5.7,0.25,0.27,Moderate,0.04,24.0,121.8,0.99-1.00,Acidic,0.31,10%,6.0
4092,6.8,0.27,0.28,Moderate,0.038,26.0,89.0,0.99-1.00,Acidic,0.34,12%,6.0
4093,5.9,0.26,0.24,Low,0.046,27.0,132.0,0.99-1.00,Acidic,0.73,11%,5.0
4094,5.9,0.65,0.23,Low,0.035,20.0,128.0,0.99-1.00,Acidic,0.48,12%,6.0
4095,7.4,0.31,0.26,Moderate,0.048,47.0,206.0,0.99-1.00,Acidic,0.36,9%,5.0
4096,6.6,0.23,0.32,Low,0.041,8.0,72.0,<0.99,Acidic,0.39,12%,6.0
4097,6.8,0.18,0.35,,0.054,53.0,143.0,0.99-1.00,Acidic,0.54,11%,7.0
4098,6.8,0.28,0.29,Moderate,0.052,51.0,149.0,0.99-1.00,Acidic,0.58,10%,6.0
4099,6.8,0.28,0.29,Moderate,0.052,51.0,149.0,0.99-1.00,Acidic,0.58,10%,6.0
4100,5.9,0.27,0.27,Moderate,0.051,43.0,136.0,0.99-1.00,Acidic,0.53,10%,6.0
4101,6.1,0.25,0.28,Moderate,0.055,56.0,131.0,0.99-1.00,Acidic,0.35,10%,6.0
4102,6.8,0.28,0.29,Moderate,0.052,51.0,149.0,0.99-1.00,Acidic,0.58,10%,6.0
4103,6.8,0.26,0.29,Moderate,0.052,54.0,160.0,0.99-1.00,Acidic,0.58,10%,6.0
4104,7.1,0.13,0.29,High,0.064,56.0,115.5,0.99-1.00,Neutral,0.41,9%,7.0
4105,6.8,0.18,0.35,Low,0.054,53.0,143.0,0.99-1.00,Acidic,0.54,11%,7.0
4106,6.2,0.2,0.25,High,0.055,8.0,120.0,0.99-1.00,Acidic,0.53,9%,6.0
4107,5.8,0.24,0.28,Low,0.038,40.0,76.0,<0.99,Acidic,0.29,13%,7.0
4108,7.6,0.48,0.31,Moderate,0.046,6.0,194.0,0.99-1.00,Acidic,0.61,9%,5.0
4109,7.4,0.26,0.32,Low,0.032,29.0,193.0,0.99-1.00,Acidic,0.67,12%,6.0
4110,6.2,0.2,0.25,High,0.055,8.0,120.0,0.99-1.00,Acidic,0.53,9%,6.0
4111,6.1,0.3,0.47,Low,0.049,50.0,187.0,0.99-1.00,Acidic,0.45,9%,5.0
4112,6.2,0.32,0.5,Low,0.048,61.0,186.0,0.99-1.00,Acidic,0.45,9%,5.0
4113,6.1,0.3,0.47,,0.049,50.0,187.0,0.99-1.00,Acidic,0.45,9%,5.0
4114,6.3,0.34,0.52,Low,0.047,63.0,186.0,0.99-1.00,Acidic,0.44,9%,
4115,7.4,0.16,0.3,High,0.056,33.0,168.0,0.99-1.00,Highly Acidic,0.44,8%,7.0
4116,7.4,0.16,0.3,High,0.056,33.0,168.0,0.99-1.00,Highly Acidic,0.44,8%,7.0
4117,7.4,0.16,0.3,High,0.056,33.0,168.0,0.99-1.00,Highly Acidic,0.44,8%,7.0
4118,7.4,0.16,0.3,High,0.056,33.0,168.0,0.99-1.00,Highly Acidic,0.44,8%,7.0
4119,7.4,0.16,0.3,High,0.056,33.0,168.0,0.99-1.00,Highly Acidic,0.44,8%,7.0
4120,7.4,0.16,0.3,High,0.056,33.0,168.0,0.99-1.00,Highly Acidic,0.44,8%,7.0
4121,7.2,0.26,0.38,Low,0.061,12.0,120.0,0.99-1.00,Acidic,0.46,10%,5.0
4122,7.0,0.31,0.35,Low,0.063,13.0,119.0,0.99-1.00,Acidic,0.5,10%,5.0
4123,6.6,0.22,0.35,Low,0.05,23.0,83.0,0.99-1.00,Acidic,0.48,12%,7.0
4124,5.8,0.23,0.31,,0.044,35.0,152.2,<0.99,Acidic,0.37,12%,7.0
4125,6.3,0.17,0.32,Low,0.04,39.0,118.0,<0.99,Acidic,0.4,13%,8.0
4126,6.0,0.19,0.26,Low,0.039,30.0,104.0,<0.99,Acidic,0.41,12%,6.0
4127,6.7,0.21,0.34,Low,0.035,45.0,123.0,<0.99,Acidic,0.36,12%,7.0
4128,7.4,0.16,0.3,High,0.056,33.0,168.0,0.99-1.00,Highly Acidic,0.44,8%,7.0
4129,6.6,0.22,0.37,Low,0.04,31.0,101.0,0.99-1.00,Acidic,0.66,12%,5.0
4130,6.8,0.34,0.27,Low,0.06,14.0,169.0,0.99-1.00,Acidic,0.57,11%,6.0
4131,7.1,0.34,0.86,,0.174,36.0,99.0,0.99-1.00,Highly Acidic,0.5,9%,5.0
4132,6.3,0.24,0.22,Moderate,0.05,65.0,179.0,0.99-1.00,Acidic,0.58,9%,6.0
4133,6.9,0.35,0.39,Low,0.048,25.0,157.0,0.99-1.00,Acidic,0.54,11%,7.0
4134,6.8,0.24,0.33,Low,0.049,68.0,161.0,0.99-1.00,Acidic,0.69,10%,6.0
4135,6.4,0.25,0.33,Low,0.038,35.0,113.0,0.99-1.00,Acidic,0.66,10%,6.0
4136,5.8,0.19,0.33,Low,0.038,49.0,133.0,0.99-1.00,Acidic,0.42,11%,7.0
4137,6.9,0.24,0.4,High,0.052,81.0,198.0,0.99-1.00,Acidic,0.69,9%,5.0
4138,6.5,0.31,0.61,,0.053,32.0,123.0,0.99-1.00,Acidic,0.5,9%,6.0
4139,6.6,0.25,0.32,Low,0.039,15.0,68.0,0.99-1.00,Highly Acidic,0.52,11%,6.0
4140,7.5,0.38,0.56,Moderate,0.055,15.0,170.0,0.99-1.00,Acidic,0.65,9%,6.0
4141,6.2,0.3,0.3,Low,0.041,29.0,82.0,0.99-1.00,Acidic,0.61,11%,7.0
4142,6.4,0.33,0.28,Low,0.04,24.0,81.0,0.99-1.00,Acidic,0.64,12%,7.0
4143,6.9,0.24,0.4,High,0.052,81.0,198.0,0.99-1.00,Acidic,0.69,9%,5.0
4144,7.6,0.27,0.32,Low,0.045,23.0,72.0,0.99-1.00,Acidic,0.68,10%,5.0
4145,5.9,0.24,0.34,Low,0.037,40.0,108.0,<0.99,Acidic,0.5,12%,6.0
4146,5.3,0.33,0.3,Low,0.048,25.0,119.0,0.99-1.00,Acidic,0.62,11%,6.0
4147,6.4,0.21,0.21,Low,0.095,21.0,105.0,0.99-1.00,Acidic,0.46,9%,5.0
4148,7.0,0.22,0.3,Low,0.04,14.0,63.0,<0.99,Acidic,0.33,12%,6.0
4149,7.8,0.27,0.35,Low,0.05,36.0,140.0,0.99-1.00,Acidic,0.45,11%,5.0
4150,6.7,0.2,0.24,Low,0.044,28.0,100.0,0.99-1.00,Acidic,0.33,10%,6.0
4151,8.1,0.27,0.33,Low,0.045,26.0,100.0,0.99-1.00,Highly Acidic,0.44,12%,6.0
4152,6.7,0.2,0.24,Low,0.044,28.0,100.0,0.99-1.00,Acidic,0.33,10%,6.0
4153,7.1,0.45,0.24,Low,0.04,24.0,87.0,<0.99,Highly Acidic,0.38,13%,8.0
4154,5.8,0.22,0.29,Low,0.036,25.0,68.0,<0.99,Acidic,0.35,12%,6.0
4155,6.3,0.3,0.48,Moderate,0.053,34.0,149.0,0.99-1.00,Acidic,0.53,9%,5.0
4156,7.9,0.36,0.53,Moderate,0.049,63.0,139.0,0.99-1.00,Highly Acidic,0.45,9%,5.0
4157,8.1,0.27,0.33,Low,0.045,26.0,100.0,0.99-1.00,Highly Acidic,0.44,12%,6.0
4158,8.0,0.24,0.33,Low,0.044,28.0,101.0,0.99-1.00,Acidic,0.43,12%,6.0
4159,6.7,0.41,0.27,Low,0.033,25.0,85.0,0.99-1.00,Acidic,0.34,11%,6.0
4160,6.7,0.24,0.31,Low,0.044,37.0,113.0,0.99-1.00,Acidic,0.46,12%,6.0
4161,6.2,0.3,0.32,Low,0.054,27.0,175.6,0.99-1.00,Acidic,0.43,10%,5.0
4162,6.9,0.26,0.38,Moderate,0.044,33.0,139.0,0.99-1.00,Acidic,0.5,10%,6.0
4163,6.7,0.41,0.27,Low,0.033,25.0,85.0,0.99-1.00,Acidic,0.34,11%,6.0
4164,5.9,0.32,0.2,High,0.05,29.0,144.0,0.99-1.00,Acidic,0.41,10%,6.0
4165,6.1,0.25,0.3,Low,0.036,42.0,107.0,0.99-1.00,Acidic,0.56,10%,7.0
4166,5.6,0.23,0.29,Low,0.023,19.0,89.0,0.99-1.00,Acidic,0.51,11%,6.0
4167,6.6,0.23,0.32,Low,0.024,26.0,102.0,0.99-1.00,Acidic,0.6,11%,6.0
4168,6.0,0.17,0.21,Low,0.05,26.0,134.0,0.99-1.00,Acidic,0.54,9%,6.0
4169,7.1,0.38,0.42,Moderate,0.041,32.0,193.0,0.99-1.00,Acidic,0.49,10%,
4170,6.6,0.31,0.37,,0.052,13.0,164.0,0.99-1.00,Acidic,0.39,8%,4.0
4171,6.5,0.38,0.53,,0.142,5.0,69.0,0.99-1.00,Acidic,0.52,10%,4.0
4172,7.0,0.44,0.24,Moderate,0.056,68.0,211.8,0.99-1.00,Acidic,0.5,9%,5.0
4173,7.0,0.44,0.24,Moderate,0.056,68.0,210.0,0.99-1.00,Acidic,0.5,9%,5.0
4174,7.0,0.44,0.24,Moderate,0.056,68.0,210.0,0.99-1.00,Acidic,0.5,9%,5.0
4175,6.1,0.38,0.14,Low,0.06,27.0,108.9,0.99-1.00,Acidic,0.34,9%,4.0
4176,8.0,0.33,0.32,Low,0.041,31.0,180.0,0.99-1.00,Highly Acidic,0.74,12%,6.0
4177,7.0,0.44,0.24,Moderate,0.056,68.0,210.0,0.99-1.00,Acidic,0.5,9%,5.0
4178,6.0,0.19,0.29,Low,0.046,29.0,92.0,0.99-1.00,Acidic,0.53,11%,6.0
4179,6.3,0.28,0.34,Moderate,0.038,44.0,129.0,0.99-1.00,Acidic,0.29,12%,6.0
4180,6.1,0.38,0.14,Low,0.06,27.0,113.0,0.99-1.00,Acidic,0.34,9%,4.0
4181,5.3,0.43,0.11,Low,0.029,6.1,51.0,0.99-1.00,Acidic,0.48,11%,4.0
4182,6.2,0.345,0.27,,0.056,38.0,187.0,0.99-1.00,Acidic,0.56,10%,5.0
4183,5.6,0.255,0.57,Moderate,0.056,66.0,171.0,0.99-1.00,Acidic,0.61,10%,7.0
4184,5.2,0.2,0.27,Low,0.047,16.0,93.0,0.99-1.00,Acidic,0.53,10%,7.0
4185,6.2,0.29,0.23,Moderate,0.048,33.0,201.0,0.99-1.00,Acidic,0.56,9%,6.0
4186,6.3,0.26,0.25,Low,0.046,11.0,133.0,0.99-1.00,Highly Acidic,0.68,11%,6.0
4187,6.0,0.22,0.23,Low,0.045,10.0,122.0,0.99-1.00,Highly Acidic,0.63,10%,6.0
4188,7.5,0.35,0.37,Low,0.066,29.0,88.5,<0.99,Acidic,0.42,12%,6.0
